State,Latitude,Longitude,Rainfall,Soil_Moisture,Slope,Elevation,Temperature,Risk
Mizoram,22.2884,92.809916,81.4,0.373,47.1,2082.2,14.8,Moderate
Arunachal Pradesh,28.993382,91.585154,60.2,0.388,33.1,1650.6,19.9,Moderate
Manipur,24.318543,93.004418,145.8,0.325,35.8,1505.1,24.5,Moderate
Arunachal Pradesh,27.747134,95.505735,184.1,0.433,23.3,918.3,19.9,Moderate
Meghalaya,25.958526,92.635569,40.6,0.05,19.5,1375.8,22.3,Low
Arunachal Pradesh,28.325514,92.900448,52.5,0.13,32.3,1151.1,22.7,Low
Meghalaya,26.108978,92.125947,159.1,0.377,55.2,2213.0,16.3,High
Assam,26.4126,94.082533,204.7,0.4,42.7,2471.2,17.6,Moderate
Assam,27.882129,94.188082,178.4,0.363,15.6,988.7,24.5,Moderate
Nagaland,25.899912,94.726056,306.9,0.648,5.6,50.0,32.9,Moderate
Nagaland,25.276529,94.072831,53.7,0.131,24.5,1152.4,19.2,Low
Mizoram,22.95644,92.41689,93.1,0.247,12.5,819.3,23.5,Low
Manipur,23.843862,93.240086,106.6,0.161,48.5,1699.3,19.5,Moderate
Mizoram,23.602016,93.242975,92.2,0.288,54.4,1921.6,22.1,Moderate
Meghalaya,26.185844,90.839091,194.8,0.431,27.8,1057.8,20.5,Moderate
Mizoram,23.458386,93.418288,109.0,0.222,13.5,150.0,28.5,Low
Arunachal Pradesh,27.001125,95.447051,56.8,0.116,45.9,1347.9,19.5,Moderate
Meghalaya,25.905974,90.066927,232.5,0.52,2.0,453.2,25.9,Low
Nagaland,26.836374,94.92621,56.6,0.248,19.1,990.0,22.7,Low
Assam,24.140293,90.273832,130.0,0.445,29.6,1356.1,21.1,Moderate
Nagaland,25.293341,93.969487,115.4,0.421,2.7,50.0,28.4,Low
Manipur,24.767649,93.958226,247.0,0.564,42.7,1352.7,20.2,High
Meghalaya,25.3212,92.534791,41.3,0.195,35.1,1500.7,21.4,Low
Meghalaya,25.441915,89.93665,84.8,0.05,21.9,1159.5,19.6,Low
Arunachal Pradesh,27.400681,94.421102,71.3,0.236,59.0,2650.6,15.2,Moderate
Manipur,24.575621,93.492917,15.4,0.167,53.7,2492.5,14.6,Moderate
Assam,24.551558,94.860736,246.3,0.417,56.4,1754.0,23.1,Moderate
Sikkim,28.195374,88.296588,8.5,0.05,31.0,1541.3,17.8,Low
Meghalaya,25.457945,91.654113,161.0,0.263,16.0,1137.3,21.2,Low
Meghalaya,25.86213,90.976089,204.0,0.235,35.0,2288.9,20.3,Moderate
Arunachal Pradesh,29.214789,94.580022,139.4,0.347,22.9,1921.7,17.8,Moderate
Mizoram,23.071014,93.040675,120.9,0.273,17.8,577.3,29.6,Moderate
Tripura,24.424486,92.032918,102.5,0.404,28.8,1264.6,28.4,Low
Assam,24.168055,91.793552,49.3,0.295,57.1,1870.2,18.3,Moderate
Nagaland,26.094035,93.929035,116.7,0.436,31.1,1498.6,25.2,Moderate
Manipur,25.130356,94.487284,105.1,0.39,9.8,320.6,26.7,Low
Meghalaya,25.877614,92.768,32.0,0.208,41.6,1492.5,27.1,Low
Meghalaya,25.327057,92.424968,266.3,0.434,12.5,659.2,27.1,Moderate
Nagaland,26.656583,94.024358,121.4,0.36,44.1,1223.3,24.3,Moderate
Assam,27.083323,90.355679,101.0,0.43,15.4,243.5,26.4,Moderate
Tripura,24.162934,91.69203,107.9,0.157,5.5,415.3,30.9,Low
Mizoram,22.659954,93.05251,67.8,0.075,34.2,1132.7,21.7,Low
Meghalaya,25.769944,90.428459,208.8,0.509,5.6,1230.4,24.0,Low
Tripura,22.948636,91.563709,172.2,0.35,28.5,1461.3,22.0,Moderate
Assam,26.39195,95.222613,28.6,0.133,7.9,467.6,23.6,Low
Nagaland,26.963612,94.35761,80.3,0.235,42.8,3125.8,9.0,Low
Arunachal Pradesh,28.76141,93.916168,117.3,0.259,21.4,531.0,27.0,Low
Mizoram,23.839814,92.466242,194.0,0.259,27.3,998.8,21.1,Moderate
Manipur,24.505023,94.14161,182.9,0.439,7.7,495.7,28.2,Low
Meghalaya,25.02179,91.967384,170.5,0.465,55.2,3033.3,7.6,High
Assam,27.509249,92.214592,151.4,0.383,42.9,1062.9,23.0,Moderate
Arunachal Pradesh,27.843827,96.182052,71.6,0.159,44.4,2257.8,13.4,Moderate
Manipur,25.273744,93.518669,105.7,0.279,12.6,57.5,34.3,Low
Sikkim,27.388771,88.61099,18.3,0.12,55.3,1401.5,21.5,Low
Assam,26.365432,90.722046,112.1,0.408,55.6,1487.8,21.8,Moderate
Assam,25.301706,95.369895,99.6,0.466,49.2,1650.3,19.1,Moderate
Manipur,25.107531,94.774754,77.0,0.212,2.0,50.0,29.2,Low
Arunachal Pradesh,28.801038,96.680859,284.2,0.688,38.7,1428.6,21.9,High
Sikkim,27.259426,88.694336,181.8,0.451,29.0,681.0,25.9,Moderate
Tripura,22.932348,91.871988,109.3,0.192,20.3,860.8,23.9,Low
Tripura,23.650852,91.450788,38.1,0.346,43.9,2340.3,12.7,Low
Nagaland,26.838568,95.008535,17.2,0.057,23.0,1602.0,23.1,Low
Arunachal Pradesh,26.566905,94.852278,36.5,0.067,42.2,2301.2,16.4,Low
Mizoram,22.856364,92.740359,18.6,0.05,38.5,1756.0,15.4,Low
Meghalaya,25.998449,90.729519,186.3,0.352,57.8,2248.4,16.9,Moderate
Manipur,25.591793,93.323341,272.7,0.595,34.6,1368.3,21.1,Moderate
Nagaland,26.459173,94.64421,25.5,0.205,12.0,582.6,20.4,Low
Sikkim,27.302634,88.292276,56.5,0.059,7.3,873.4,27.5,Low
Manipur,25.386117,94.371249,199.5,0.499,45.1,1818.4,17.0,Moderate
Manipur,24.425282,93.961122,100.3,0.167,50.0,2496.0,21.5,Moderate
Arunachal Pradesh,26.685041,92.648102,83.0,0.191,19.1,1270.6,22.7,Low
Meghalaya,25.582985,90.057921,220.5,0.418,26.1,1368.5,23.8,Moderate
Mizoram,24.092664,93.133408,245.8,0.603,31.4,1283.9,19.9,Moderate
Tripura,24.409814,91.901507,176.4,0.287,42.8,1332.3,21.0,Moderate
Assam,27.949686,93.193429,95.4,0.29,50.9,2448.9,12.0,Moderate
Assam,26.520918,95.854918,208.5,0.473,33.9,823.1,23.3,Moderate
Manipur,25.020045,93.055416,93.4,0.289,21.1,1452.3,18.8,Moderate
Tripura,24.058084,92.177109,58.2,0.296,27.4,951.3,21.0,Low
Tripura,24.172928,91.758983,36.4,0.257,26.4,1573.6,20.2,Moderate
Meghalaya,25.805564,92.770575,186.7,0.441,28.8,1668.4,19.1,Moderate
Sikkim,27.108795,88.60052,74.0,0.05,41.5,1479.8,22.5,Moderate
Sikkim,27.340077,88.576081,26.6,0.05,39.2,1099.1,20.9,Low
Nagaland,26.354485,93.606914,113.6,0.468,36.7,1443.7,21.6,Moderate
Arunachal Pradesh,27.12024,94.918963,120.4,0.24,27.6,977.1,25.5,Low
Meghalaya,25.153876,90.595543,50.7,0.13,56.7,2530.2,16.9,Moderate
Meghalaya,26.002295,90.781275,54.8,0.274,24.4,1084.8,26.1,Low
Arunachal Pradesh,27.96418,96.676272,39.2,0.19,37.4,1454.7,23.3,Moderate
Tripura,23.263439,91.506514,31.3,0.131,34.8,1529.4,23.6,Low
Sikkim,27.727749,88.679805,46.5,0.143,48.9,1975.8,16.3,Low
Sikkim,28.081984,88.823926,155.7,0.185,23.8,1874.3,21.6,Moderate
Tripura,24.142624,91.29683,14.4,0.081,36.0,1504.7,21.3,Low
Sikkim,27.029771,88.345397,36.0,0.333,30.2,1021.2,25.3,Low
Manipur,24.068943,94.278698,41.3,0.05,38.7,2323.6,17.6,Low
Meghalaya,25.793357,89.931915,193.8,0.289,39.4,1872.1,20.5,Moderate
Assam,27.513694,91.267083,57.8,0.176,34.6,1516.9,19.9,Low
Arunachal Pradesh,27.796681,95.173636,78.6,0.255,57.0,2008.3,19.8,Low
Sikkim,27.515303,88.397159,63.1,0.177,61.3,2721.7,15.4,Moderate
Nagaland,25.324693,94.102887,98.8,0.355,57.5,1964.9,18.5,Moderate
Sikkim,27.917817,88.823659,59.1,0.246,18.6,155.4,27.6,Low
Sikkim,27.496197,88.381227,129.8,0.436,41.7,1118.0,20.4,Moderate
Mizoram,23.72683,93.425604,135.7,0.242,49.5,2360.3,21.0,Moderate
Manipur,24.307416,93.79226,99.1,0.414,30.1,1589.2,22.0,Moderate
Arunachal Pradesh,28.88792,94.853315,133.1,0.27,49.2,2017.2,20.1,Moderate
Mizoram,22.187524,93.016053,65.1,0.36,55.6,2559.2,10.9,Moderate
Mizoram,22.38554,92.863281,93.1,0.16,34.7,1904.2,14.3,Low
Nagaland,26.205296,95.052407,123.5,0.213,21.6,1513.2,14.6,Moderate
Meghalaya,25.554993,90.638327,25.2,0.267,9.5,1159.7,21.9,Low
Nagaland,25.638836,95.048504,219.5,0.521,31.9,1200.8,22.0,Moderate
Meghalaya,25.205213,91.077606,107.6,0.319,17.2,314.6,26.2,Low
Meghalaya,25.224608,92.119912,24.3,0.269,25.0,563.2,28.2,Low
Arunachal Pradesh,27.923118,93.43129,161.9,0.263,27.1,642.6,24.6,Low
Sikkim,27.43332,88.766993,121.2,0.325,34.0,1907.6,17.0,Moderate
Arunachal Pradesh,28.161322,95.448273,44.6,0.193,16.6,771.4,24.6,Low
Manipur,25.504373,94.623135,30.4,0.084,35.2,1587.5,19.0,Moderate
Meghalaya,25.394211,92.657354,90.4,0.362,67.1,2356.9,18.6,Moderate
Mizoram,21.964677,92.689886,54.6,0.277,21.3,696.0,25.1,Low
Sikkim,28.074959,88.247173,226.6,0.533,19.9,1356.7,21.9,Moderate
Assam,25.146942,91.60652,47.9,0.107,37.0,1294.9,19.7,Low
Manipur,24.963395,93.788999,325.1,0.736,52.6,3020.0,13.8,High
Arunachal Pradesh,28.680205,96.422009,79.3,0.232,29.1,1565.7,21.4,Low
Nagaland,26.480979,93.708933,98.4,0.204,28.3,727.1,24.5,Low
Manipur,25.572096,93.476087,152.6,0.444,36.2,1484.7,21.4,Moderate
Manipur,24.084799,93.161941,56.7,0.143,21.1,488.7,29.7,Low
Sikkim,27.67606,88.102386,40.1,0.219,18.7,759.7,28.0,Low
Manipur,24.063674,93.540055,243.7,0.32,29.6,1265.2,23.1,Moderate
Manipur,24.335141,94.087631,77.5,0.26,35.2,802.0,24.9,Moderate
Assam,27.43033,94.496503,35.9,0.158,21.2,501.5,25.9,Low
Tripura,23.319975,91.318904,345.3,0.655,54.9,1421.5,16.9,High
Nagaland,27.035004,93.316472,62.4,0.275,58.7,2734.3,10.2,Moderate
Nagaland,26.871469,93.699457,28.9,0.051,31.3,1407.2,21.6,Low
Nagaland,26.99984,93.984615,40.0,0.28,15.4,1214.0,21.9,Low
Meghalaya,25.528422,91.921362,65.4,0.203,56.5,1867.3,17.7,Moderate
Mizoram,23.42794,92.613321,132.4,0.312,20.8,368.2,28.0,Low
Tripura,23.786129,91.949919,233.7,0.304,37.1,1966.5,21.5,Moderate
Nagaland,25.280436,93.322399,155.1,0.388,20.1,895.9,22.8,Moderate
Manipur,24.670327,93.237306,255.5,0.434,30.3,2350.6,19.3,Moderate
Manipur,25.062254,93.385294,74.6,0.13,57.2,2820.8,13.3,Moderate
Nagaland,26.022417,93.695342,12.2,0.21,2.0,50.0,27.5,Low
Sikkim,27.65818,88.104448,54.5,0.169,46.8,2733.6,14.9,Moderate
Nagaland,25.243903,93.402263,203.4,0.456,47.4,1488.9,19.9,Moderate
Manipur,25.613091,93.256115,262.2,0.483,29.3,1496.7,24.1,Moderate
Meghalaya,25.850174,90.003779,87.0,0.252,25.8,701.6,25.7,Low
Arunachal Pradesh,26.824481,94.298819,49.2,0.256,19.1,436.2,28.2,Low
Arunachal Pradesh,27.894613,96.733692,197.2,0.198,15.7,909.7,24.8,Moderate
Tripura,24.411737,92.013491,323.7,0.724,21.2,1210.7,16.8,High
Tripura,23.863363,91.591448,220.7,0.381,48.4,2411.8,15.3,Moderate
Nagaland,25.876739,95.194175,229.5,0.557,38.7,1263.5,22.5,Moderate
Assam,26.532217,93.348157,11.5,0.226,52.5,2411.1,13.7,Moderate
Nagaland,25.640612,93.393396,172.0,0.263,31.9,907.0,20.2,Moderate
Sikkim,28.134226,88.282362,198.8,0.277,15.6,960.6,22.2,Moderate
Nagaland,26.040919,93.52928,82.5,0.248,48.4,1563.2,22.7,Moderate
Tripura,24.239079,91.035921,134.7,0.491,27.1,1343.0,22.2,Moderate
Arunachal Pradesh,29.001972,92.271568,80.3,0.129,28.4,628.2,26.6,Low
Manipur,25.484472,94.313591,16.9,0.087,71.7,2962.2,13.2,Low
Nagaland,25.512873,94.431636,15.6,0.297,23.9,1039.5,24.8,Low
Manipur,24.394047,93.32082,138.9,0.342,56.2,2386.7,18.2,Moderate
Manipur,25.432446,93.726341,98.7,0.255,9.9,719.7,23.4,Low
Assam,25.673884,90.770286,30.0,0.123,24.4,1021.7,25.7,Low
Manipur,24.527825,94.56891,500.0,0.855,45.6,1893.9,23.4,Critical
Arunachal Pradesh,27.589386,96.73382,119.8,0.327,24.3,1302.2,30.2,Moderate
Meghalaya,26.135571,90.234696,54.9,0.254,39.7,935.8,27.1,Low
Meghalaya,25.212774,92.388022,46.3,0.33,53.6,2741.6,12.7,Moderate
Mizoram,22.921178,92.205686,17.8,0.172,39.8,1324.9,19.1,Low
Sikkim,27.328646,88.537866,145.1,0.271,8.2,842.0,23.2,Low
Nagaland,26.718605,93.566777,11.8,0.05,25.6,1374.4,24.8,Low
Sikkim,27.13265,88.829883,141.4,0.264,35.4,1669.9,15.2,Moderate
Arunachal Pradesh,28.753445,94.743788,345.3,0.61,37.2,1951.2,18.8,High
Manipur,25.261455,93.771938,183.2,0.538,65.6,2650.2,13.2,High
Meghalaya,25.910147,90.915409,129.2,0.182,51.3,1931.1,14.8,Moderate
Sikkim,27.292913,88.656112,100.8,0.198,42.5,1676.3,18.6,Moderate
Arunachal Pradesh,27.759017,96.897574,176.0,0.227,32.7,1651.2,19.3,Moderate
Meghalaya,25.419382,92.565182,50.3,0.233,24.5,1095.3,22.4,Low
Manipur,25.572629,93.435335,151.1,0.215,52.5,1878.8,19.3,Moderate
Sikkim,27.957865,88.389767,51.1,0.35,42.1,751.9,27.2,Low
Meghalaya,26.10103,91.150373,54.0,0.21,26.5,1232.9,24.2,Low
Nagaland,26.614177,94.233935,118.6,0.32,52.2,1905.3,17.5,Moderate
Tripura,23.264481,91.259155,35.0,0.149,43.8,1699.6,22.6,Low
Nagaland,26.008319,94.810989,146.4,0.333,26.3,1149.2,19.1,Moderate
Mizoram,23.473186,93.095218,249.2,0.402,35.9,1155.9,22.8,High
Mizoram,22.634049,92.825866,196.9,0.297,45.5,1817.1,21.7,Moderate
Meghalaya,25.053274,92.252597,122.6,0.476,32.6,1184.0,20.2,Moderate
Tripura,24.483827,91.528943,120.0,0.217,47.0,1482.6,20.8,Low
Arunachal Pradesh,26.532891,92.43386,500.0,0.776,41.4,1920.8,17.7,Critical
Nagaland,26.439801,94.524159,80.8,0.373,23.3,1601.4,18.7,Low
Arunachal Pradesh,28.863594,92.896362,101.6,0.215,27.2,397.6,35.0,Low
Tripura,24.121811,91.894379,64.5,0.151,30.3,719.6,27.5,Low
Arunachal Pradesh,27.468443,94.500185,188.7,0.497,74.4,2809.4,15.3,Moderate
Tripura,23.135638,91.588334,47.6,0.064,15.0,764.5,24.0,Low
Meghalaya,26.057437,91.063574,163.4,0.479,56.2,2139.4,16.3,Moderate
Arunachal Pradesh,29.0187,94.746394,79.9,0.215,22.6,1462.2,19.9,Low
Nagaland,25.564566,94.462212,47.7,0.193,33.7,1949.1,16.4,Low
Manipur,24.761368,93.717554,225.2,0.382,10.2,50.0,29.0,Moderate
Mizoram,22.211039,92.741721,170.9,0.273,36.7,1703.8,18.3,Moderate
Manipur,23.938249,93.177784,87.4,0.169,20.8,1577.0,23.9,Low
Arunachal Pradesh,27.74775,93.179598,43.2,0.08,22.6,990.9,20.4,Low
Manipur,25.558534,93.67627,41.0,0.14,34.7,1101.7,24.6,Low
Nagaland,26.63993,94.360495,80.1,0.27,40.1,2319.0,19.4,Moderate
Nagaland,26.537763,93.820232,393.3,0.644,29.0,1577.8,18.6,Moderate
Arunachal Pradesh,29.325715,94.415487,41.7,0.3,27.1,1608.5,21.7,Low
Meghalaya,25.997589,90.895137,448.5,0.658,23.5,889.3,22.0,High
Manipur,23.990402,94.212681,204.2,0.281,32.9,1947.8,19.3,Moderate
Meghalaya,25.009312,91.225879,272.0,0.603,2.0,984.0,26.3,Moderate
Meghalaya,25.231362,91.682127,78.1,0.268,36.5,1191.9,22.0,Low
Tripura,24.467072,91.603724,433.7,0.711,28.5,1249.7,25.5,Critical
Assam,27.433493,92.89904,100.4,0.312,27.4,571.6,26.5,Low
Arunachal Pradesh,27.98752,96.617329,130.1,0.13,59.0,2156.6,14.4,Moderate
Mizoram,24.213911,93.221541,289.1,0.448,38.8,1693.4,15.9,High
Nagaland,25.762886,94.390017,162.6,0.368,18.9,378.0,31.0,Low
Nagaland,25.625405,94.187833,66.7,0.262,61.4,2686.0,10.9,Moderate
Arunachal Pradesh,27.952639,96.07402,107.4,0.169,42.1,1697.3,19.7,Moderate
Tripura,24.333645,91.539006,99.7,0.463,34.5,1394.7,17.4,Moderate
Sikkim,27.021245,88.775596,139.0,0.356,43.2,1049.9,23.9,Moderate
Sikkim,27.209134,88.559694,19.2,0.18,45.8,2310.2,14.9,Low
Sikkim,27.029965,88.359556,48.1,0.259,32.2,1089.8,23.9,Low
Tripura,24.477536,91.130902,115.7,0.388,27.7,1197.1,21.2,Low
Mizoram,23.001602,92.599295,14.1,0.05,33.8,1484.4,21.7,Low
Nagaland,26.919667,95.03868,81.0,0.254,47.7,1625.9,16.0,Moderate
Arunachal Pradesh,27.213096,91.946533,84.5,0.293,34.0,1691.8,16.6,Low
Tripura,23.903421,91.437279,150.6,0.375,24.2,1109.0,24.1,Low
Nagaland,26.47696,93.36424,66.0,0.125,20.3,1525.3,23.7,Low
Meghalaya,25.160079,91.859117,104.0,0.484,12.2,808.7,27.8,Low
Manipur,24.203504,94.543658,34.0,0.341,11.2,917.7,21.9,Low
Manipur,23.911323,93.387868,328.5,0.663,27.5,1079.4,24.0,High
Tripura,24.497696,91.562999,85.6,0.296,24.1,1420.1,20.7,Low
Nagaland,26.535635,93.665326,26.8,0.218,45.2,1351.9,24.4,Moderate
Assam,26.561449,94.274468,130.2,0.361,11.4,258.5,28.8,Low
Mizoram,22.717639,93.277566,226.4,0.428,52.6,2041.0,20.0,High
Sikkim,27.724101,88.350211,91.4,0.05,21.8,940.5,29.8,Low
Mizoram,23.34987,92.949789,72.5,0.363,36.6,1774.3,19.5,Moderate
Mizoram,22.330392,92.723552,177.5,0.216,28.6,1773.1,20.7,Moderate
Tripura,23.449489,91.521174,76.2,0.212,55.7,1744.0,20.2,Moderate
Meghalaya,25.913333,91.247615,53.6,0.208,28.0,1723.6,19.4,Low
Mizoram,24.344822,92.581779,31.6,0.347,24.5,1460.4,27.5,Moderate
Manipur,24.589837,94.416522,68.4,0.388,54.1,1790.6,17.4,Moderate
Meghalaya,25.65523,91.441084,69.9,0.122,45.6,2115.1,15.7,Moderate
Arunachal Pradesh,26.66002,93.692298,85.0,0.338,34.7,1142.0,26.6,Low
Mizoram,22.603908,93.499136,74.9,0.05,34.5,1700.3,21.4,Low
Mizoram,22.701723,93.349845,36.4,0.302,28.1,1629.1,22.2,Low
Arunachal Pradesh,28.528701,93.37504,68.5,0.266,35.9,1313.0,25.0,Low
Mizoram,23.313189,93.292697,28.5,0.185,43.5,1656.1,19.9,Low
Arunachal Pradesh,29.150105,92.382166,108.5,0.05,60.2,1934.1,19.6,Low
Meghalaya,25.407488,90.80567,28.9,0.19,18.7,1072.9,22.7,Low
Manipur,23.879885,94.076828,106.5,0.248,49.1,2867.5,13.6,Moderate
Arunachal Pradesh,29.06446,93.598659,88.0,0.361,32.5,1575.5,17.8,Moderate
Assam,27.108151,93.654513,112.4,0.341,45.0,1391.8,20.9,Low
Tripura,23.501038,91.183378,214.4,0.554,16.6,630.9,28.2,Moderate
Tripura,24.034918,92.110935,45.0,0.077,25.3,1359.0,20.5,Low
Arunachal Pradesh,28.557563,91.598332,44.4,0.364,28.6,2056.2,14.3,Low
Tripura,23.245973,91.090324,132.2,0.34,44.1,1969.6,17.7,Moderate
Mizoram,23.383004,93.183421,108.9,0.266,4.2,611.2,26.8,Low
Sikkim,27.132695,88.754504,109.5,0.073,21.4,1322.8,25.7,Low
Sikkim,27.666611,88.620972,57.7,0.358,16.3,736.3,25.6,Low
Tripura,24.454243,91.108785,155.5,0.447,34.6,1543.9,17.0,Moderate
Meghalaya,26.081469,90.178308,75.9,0.222,34.3,1240.8,23.9,Low
Nagaland,25.946622,95.002877,84.4,0.259,27.9,1849.4,17.2,Low
Meghalaya,26.087505,91.319115,119.3,0.488,15.5,953.9,24.4,Low
Nagaland,26.328799,94.716295,38.7,0.066,25.5,50.0,30.4,Low
Sikkim,27.99931,88.10936,6.9,0.097,26.7,1283.5,17.9,Low
Sikkim,27.972083,88.433149,165.5,0.259,52.3,2755.7,10.6,Moderate
Arunachal Pradesh,27.85187,93.831449,55.5,0.202,17.8,1249.0,22.9,Low
Manipur,24.767502,94.701091,125.3,0.231,29.0,1248.9,22.3,Low
Assam,26.302456,95.705018,103.2,0.353,58.2,2691.9,13.9,Moderate
Meghalaya,25.216348,91.972408,53.9,0.287,41.5,2211.5,16.1,Moderate
Mizoram,24.011823,93.082867,76.6,0.336,54.8,1774.8,17.6,Moderate
Nagaland,26.353152,94.429626,386.4,0.452,39.5,1758.0,17.4,High
Tripura,24.277489,92.068141,56.7,0.235,40.1,1327.7,22.2,Moderate
Mizoram,22.217951,93.303164,50.6,0.302,39.4,1863.7,18.7,Moderate
Manipur,24.58673,93.456654,70.2,0.279,42.2,1326.7,23.6,Low
Nagaland,26.85256,94.16405,83.1,0.141,32.6,2205.4,17.1,Low
Meghalaya,25.970038,90.590211,324.6,0.683,60.2,2040.4,19.4,High
Arunachal Pradesh,26.511788,94.225026,85.6,0.24,39.9,1797.6,18.8,Moderate
Mizoram,22.160593,93.180689,97.9,0.257,40.8,2083.0,17.4,Low
Manipur,24.324543,93.798562,311.1,0.635,72.3,2795.9,14.1,Critical
Meghalaya,25.10444,90.659978,59.0,0.308,41.4,1836.8,19.5,Low
Sikkim,27.937788,88.136429,124.2,0.241,28.8,342.0,23.3,Low
Sikkim,27.776591,88.825683,70.5,0.25,51.4,2431.7,15.1,Moderate
Meghalaya,25.815804,92.233065,21.1,0.116,31.8,1885.3,17.2,Low
Meghalaya,25.130766,90.552195,124.5,0.168,32.9,1522.1,24.6,Moderate
Meghalaya,26.073447,91.945317,62.4,0.263,56.3,1272.7,24.9,Low
Nagaland,26.415152,94.627533,267.2,0.491,30.4,744.6,25.1,Moderate
Meghalaya,25.497041,89.93367,70.9,0.222,36.2,1383.3,19.9,Low
Mizoram,23.939548,93.082327,110.1,0.254,35.0,1452.2,23.0,Moderate
Manipur,24.698328,94.619567,126.5,0.382,21.5,921.2,22.6,Moderate
Nagaland,25.838703,93.888643,52.3,0.311,39.9,1730.4,20.1,Moderate
Meghalaya,26.047356,92.190963,283.8,0.699,18.1,50.0,31.2,Moderate
Assam,26.162915,90.523629,98.8,0.144,25.9,1888.7,17.0,Low
Tripura,23.244114,91.853096,80.9,0.28,34.3,757.1,24.9,Low
Assam,25.617173,94.969781,190.5,0.42,36.2,1138.8,24.9,Moderate
Manipur,25.604915,94.450146,168.0,0.487,33.0,1366.2,27.4,Moderate
Sikkim,27.453055,88.709818,133.5,0.306,6.3,451.0,29.0,Low
Arunachal Pradesh,27.554325,92.41905,219.3,0.537,37.9,1616.5,21.6,Moderate
Arunachal Pradesh,26.60018,93.621442,31.1,0.109,44.9,2473.8,13.1,Low
Tripura,24.345695,91.310683,24.1,0.05,52.1,2306.1,12.4,Moderate
Sikkim,27.247816,88.872839,37.1,0.138,2.0,50.0,28.0,Low
Nagaland,25.247508,94.871564,130.5,0.46,23.2,1847.1,20.8,Moderate
Nagaland,25.810603,93.374976,17.3,0.086,42.7,1699.2,19.0,Moderate
Nagaland,26.943825,93.579285,114.4,0.298,20.7,823.1,24.6,Low
Arunachal Pradesh,28.155338,93.007298,61.6,0.05,48.7,1815.6,23.3,Low
Assam,24.27381,90.014512,332.0,0.553,33.8,1126.6,27.5,Moderate
Arunachal Pradesh,26.84667,91.892519,134.1,0.406,3.3,50.0,33.8,Moderate
Mizoram,23.877451,92.831236,91.7,0.32,35.9,1516.8,23.9,Moderate
Meghalaya,25.411471,91.055107,163.4,0.267,43.5,1670.0,21.9,Moderate
Nagaland,26.964999,95.121504,108.5,0.376,47.0,1620.1,21.3,Moderate
Assam,27.005841,95.273499,142.5,0.317,35.1,1338.0,21.6,Moderate
Manipur,24.407331,93.685997,67.2,0.245,37.6,1315.3,21.1,Low
Tripura,23.881939,91.810714,91.1,0.296,37.7,1290.9,24.1,Low
Manipur,24.71523,93.721184,182.8,0.472,9.6,394.1,32.0,Low
Meghalaya,26.183416,92.263371,127.5,0.397,37.2,1413.2,23.3,Low
Assam,25.826917,94.281943,29.3,0.172,18.5,1050.0,28.2,Low
Arunachal Pradesh,27.308685,92.050931,154.7,0.224,4.6,324.2,24.4,Low
Arunachal Pradesh,27.557293,93.71635,97.1,0.372,2.0,62.3,30.5,Low
Mizoram,21.942997,93.25923,125.0,0.174,22.7,1702.2,17.0,Moderate
Mizoram,22.833903,92.954544,114.2,0.396,37.2,1192.6,22.8,Moderate
Arunachal Pradesh,26.72189,92.462483,83.2,0.288,26.0,1007.6,24.1,Moderate
Manipur,25.490418,94.095638,220.2,0.525,26.3,1923.4,17.8,Moderate
Tripura,24.420454,92.298375,109.4,0.346,9.4,536.5,27.4,Low
Nagaland,25.906534,93.897606,72.4,0.276,53.7,1432.7,15.6,Moderate
Manipur,25.430877,94.797501,191.4,0.498,14.0,162.2,29.6,Moderate
Tripura,23.907426,92.033683,412.8,0.789,46.6,1632.6,20.4,Critical
Mizoram,23.932539,92.661942,94.8,0.172,21.3,770.7,24.1,Moderate
Meghalaya,25.689124,92.299171,222.5,0.355,49.1,1341.9,19.7,Moderate
Tripura,24.000982,91.027513,34.8,0.06,25.6,1725.8,15.2,Low
Arunachal Pradesh,27.510117,92.294616,29.3,0.17,39.9,1312.5,23.9,Low
Mizoram,22.505728,93.377136,163.6,0.597,44.7,1944.2,17.7,Moderate
Mizoram,21.995923,92.485741,135.2,0.347,32.3,2100.8,15.5,Moderate
Nagaland,25.788182,94.533768,67.6,0.348,25.5,1737.4,22.2,Moderate
Arunachal Pradesh,28.102305,92.700482,349.0,0.643,25.5,783.1,28.3,Moderate
Nagaland,25.512058,93.773596,41.9,0.296,53.1,1852.9,16.7,Moderate
Arunachal Pradesh,28.007589,92.991478,46.0,0.074,37.8,1262.3,23.7,Low
Nagaland,27.000445,94.22773,102.4,0.215,61.7,2138.1,11.4,Moderate
Tripura,22.994074,91.948046,77.6,0.08,43.5,1557.1,17.1,Moderate
Manipur,24.424806,94.17628,116.5,0.21,30.0,989.7,23.2,Low
Meghalaya,25.335513,91.512231,69.9,0.238,40.1,2019.9,20.6,Moderate
Meghalaya,25.926583,92.584026,26.8,0.12,11.2,508.6,30.7,Low
Arunachal Pradesh,27.283381,93.341713,73.3,0.484,58.1,2310.0,16.1,Moderate
Assam,25.949919,95.541201,163.7,0.245,63.0,2948.2,11.5,Moderate
Sikkim,28.081664,88.08089,149.9,0.338,19.1,467.2,24.6,Low
Mizoram,22.243018,92.844162,124.1,0.169,30.9,1062.7,24.8,Moderate
